SRR1778450.KEGG,SRR1778451.KEGG,SRR1778452.KEGG,SRR1778453.KEGG,SRR1778454.KEGG,SRR1778455.KEGG,SRR1778456.KEGG,SRR341654.KEGG,SRR341655.KEGG,SRR341656.KEGG,SRR341657.KEGG,SRR341658.KEGG,SRR341659.KEGG,SRR341660.KEGG,SRR341661.KEGG,SRR341662.KEGG,SRR341663.KEGG,SRR341664.KEGG,SRR341665.KEGG,SRR341666.KEGG,SRR341667.KEGG,SRR341668.KEGG,SRR341669.KEGG,SRR341670.KEGG,SRR341671.KEGG,SRR341672.KEGG,SRR341673.KEGG,SRR341674.KEGG,SRR341675.KEGG,SRR341676.KEGG,SRR341677.KEGG,SRR341678.KEGG,SRR341679.KEGG,SRR341680.KEGG,SRR341681.KEGG,SRR341682.KEGG,SRR341683.KEGG,SRR341684.KEGG,SRR341685.KEGG,SRR341686.KEGG,SRR341687.KEGG,SRR341688.KEGG,SRR341689.KEGG,SRR341690.KEGG,SRR341691.KEGG,SRR341692.KEGG,SRR341693.KEGG,SRR341694.KEGG,SRR341695.KEGG,SRR341696.KEGG,SRR341697.KEGG,SRR341698.KEGG,SRR341699.KEGG,SRR341700.KEGG,SRR341701.KEGG,SRR341702.KEGG,SRR341703.KEGG,SRR341704.KEGG,SRR341705.KEGG,SRR341706.KEGG,SRR341707.KEGG,SRR341708.KEGG,SRR341709.KEGG,SRR341710.KEGG,SRR341711.KEGG,SRR341712.KEGG,SRR341713.KEGG,SRR341714.KEGG,SRR341715.KEGG,SRR341716.KEGG,SRR341717.KEGG,SRR341718.KEGG,SRR341719.KEGG,SRR341720.KEGG,SRR341721.KEGG,SRR341722.KEGG,SRR341723.KEGG,SRR341724.KEGG,SRR341725.KEGG,SRR413615.KEGG,SRR413626.KEGG,SRR413631.KEGG,SRR413632.KEGG,SRR413633.KEGG,SRR413634.KEGG,SRR413668.KEGG,SRR413669.KEGG,SRR413670.KEGG,SRR413671.KEGG,SRR413672.KEGG,SRR413673.KEGG,SRR413674.KEGG,SRR413675.KEGG,SRR413676.KEGG,SRR413677.KEGG,SRR413678.KEGG,SRR413680.KEGG,SRR413686.KEGG,SRR413694.KEGG,SRR413700.KEGG,SRR413708.KEGG,SRR413714.KEGG,SRR413721.KEGG,SRR413724.KEGG,SRR413725.KEGG,SRR413726.KEGG,SRR413727.KEGG,SRR413728.KEGG,SRR413730.KEGG,SRR413731.KEGG,SRR413732.KEGG,SRR413733.KEGG,SRR413734.KEGG,SRR413735.KEGG,SRR413736.KEGG,SRR413737.KEGG,SRR413738.KEGG,SRR413742.KEGG,SRR413743.KEGG,SRR413744.KEGG,SRR413745.KEGG,SRR413746.KEGG,SRR413747.KEGG,SRR413748.KEGG,SRR413749.KEGG,SRR413750.KEGG,SRR413751.KEGG,SRR413752.KEGG,SRR413753.KEGG,SRR413754.KEGG,SRR413756.KEGG,SRR413757.KEGG,SRR413758.KEGG,SRR413759.KEGG,SRR413760.KEGG,SRR413761.KEGG,SRR413762.KEGG,SRR413763.KEGG,SRR413764.KEGG,SRR413765.KEGG,SRR413766.KEGG,SRR413767.KEGG,SRR413768.KEGG,SRR413769.KEGG,SRR413770.KEGG,SRR413771.KEGG,SRR413772.KEGG,SRR413773.KEGG
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010163966505563695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006147192887988773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035878456354433994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.013826684102077286,0.0,0.0,0.010321540247309387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003343175908597502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07141945648988733,0.0,0.0,0.0,0.002695320386606245,0.0,0.0,0.0,0.0,0.009433172380936895,0.0,0.0,0.025184753092926882,0.0,0.0,0.0,0.0,0.0032280228542289546,0.0,0.0,0.0,0.027507956826460397,0.0,0.0,0.0,0.0,0.0,0.010350188169567268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015683103918307708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007898733535706859,0.0009374471392528547,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0005481199793362575,0.0,0.0,0.0,0.0,0.025397396746439763,0.0,0.0,0.0,0.0,0.003314388506677012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002767318701858094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0327920424234936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17091210827670406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007152435237813376,0.02373794445558951,0.0,0.01112346711656457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01155288750516063,0.0,0.0,0.0,0.0,0.0,0.008185668577949615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015997031072770198,0.0,0.0,0.021650282259532708,0.001326669263288166,0.0,0.0,0.0,0.0,0.0,0.0,0.0007211672436540515,0.0,0.0,0.0,0.0,0.0,0.00033178170597064264,0.0,0.0,0.0,0.0,0.01434100879704035,0.0,0.0,0.0,0.007697845045274158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00037505195598926464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062333839688202075,0.0,0.0,0.0,0.0,0.0
0.0,0.006219019146268958,0.0,0.0,0.0,0.0,0.0,0.01871962245003771,0.0,0.0,0.0,0.04943560736976274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009086116931194512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4044780965031243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013440820216310555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0013122555014711244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00149962317356996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017380350448709628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014563866397872154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005802377062204126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031733949857701005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003462052668429419,0.0,0.0,0.0,0.0,0.0,0.0008365205561979988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006190289072069834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021863447470676246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018149871424371702,0.06417926276976413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09245102457475654,0.015768727189731574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
